Product,Season,Location,Price (₹)
Condensed milk,Monsoon,Hyderabad,123.91
Salt,Monsoon,Jaipur,14.44
Sugar,Winter,Ahmedabad,32.11
Rice,Monsoon,Mumbai,63.07
Wheat flour (Atta),Winter,Pune,32.62
Maida (Refined flour),Winter,Pune,33.09
Gram flour (Besan),Monsoon,Kolkata,83.3
Corn flour,Winter,Jaipur,38.45
Potato,Summer,Pune,24.82
Onion,Summer,Kolkata,75.19
Tomato,Winter,Ahmedabad,57.64
Cabbage,Monsoon,Chennai,26.8
Capsicum,Winter,Hyderabad,32.88
Carrot,Winter,Lucknow,36.86
Green chili,Monsoon,Jaipur,72.1
Coriander leaves,Summer,Chennai,14.03
Garlic,Summer,Hyderabad,74.74
Ginger,Winter,Jaipur,104.56
Lemon,Monsoon,Lucknow,45.78
Milk,Monsoon,Delhi,58.21
Paneer,Winter,Jaipur,277.89
Butter,Summer,Bangalore,647.1
Ghee,Summer,Pune,514.41
Cheese,Winter,Hyderabad,353.27
Curd / Yogurt,Monsoon,Bangalore,59.77
Eggs,Monsoon,Delhi,81.71
Chicken,Summer,Delhi,247.77
Refined oil,Monsoon,Chennai,145.45
Mustard oil,Monsoon,Bangalore,172.78
Vanaspati / Dalda,Summer,Jaipur,147.67
Coconut oil,Monsoon,Ahmedabad,193.57
Turmeric powder,Winter,Lucknow,140.52
Red chili powder,Winter,Jaipur,175.73
Cumin seeds,Monsoon,Ahmedabad,219.45
Coriander powder,Monsoon,Mumbai,180.94
Garam masala,Monsoon,Lucknow,245.67
Black salt,Summer,Ahmedabad,87.74
Chaat masala,Monsoon,Pune,143.59
Pepper powder,Monsoon,Pune,467.81
Mustard seeds,Winter,Ahmedabad,92.58
Bread,Winter,Bangalore,39.28
Pav / Buns,Winter,Chennai,27.01
Burger buns,Monsoon,Delhi,27.74
Noodles,Winter,Ahmedabad,44.64
Idli / Dosa batter,Winter,Hyderabad,63.66
Tomato ketchup,Summer,Hyderabad,123.25
Green chutney,Monsoon,Kolkata,85.3
Tamarind chutney,Monsoon,Chennai,76.21
Schezwan sauce,Monsoon,Delhi,87.24
Mayonnaise,Summer,Mumbai,121.23
Vinegar,Winter,Chennai,47.35
Soya sauce,Winter,Bangalore,42.55
Tea leaves,Summer,Pune,248.74
Coffee powder,Summer,Ahmedabad,369.41
Sugar syrup,Summer,Mumbai,32.42
Ice cubes,Winter,Ahmedabad,7.93
Lemon juice,Winter,Mumbai,30.32
"Flavoring syrups (rose, khus, etc.)",Winter,Delhi,121.45
Milk powder,Monsoon,Pune,465.81
"Dry fruits (cashew, almond, raisins)",Monsoon,Delhi,411.59
"Essence (vanilla, rose, etc.)",Summer,Kolkata,261.96
Corn starch,Summer,Kolkata,90.09
Condensed milk,Winter,Mumbai,103.01
Salt,Monsoon,Mumbai,13.73
Sugar,Winter,Lucknow,41.66
Rice,Summer,Ahmedabad,60.9
Wheat flour (Atta),Winter,Ahmedabad,38.6
Maida (Refined flour),Summer,Kolkata,32.13
Gram flour (Besan),Winter,Bangalore,85.63
Corn flour,Monsoon,Hyderabad,58.57
Potato,Winter,Jaipur,32.08
Onion,Summer,Kolkata,56.82
Tomato,Monsoon,Mumbai,49.15
Cabbage,Winter,Lucknow,25.56
Capsicum,Monsoon,Kolkata,38.04
Carrot,Monsoon,Mumbai,42.0
Green chili,Summer,Kolkata,60.13
Coriander leaves,Summer,Jaipur,14.35
Garlic,Summer,Bangalore,95.13
Ginger,Winter,Bangalore,71.56
Lemon,Winter,Lucknow,74.53
Milk,Summer,Delhi,67.68
Paneer,Summer,Bangalore,312.56
Butter,Summer,Hyderabad,443.02
Ghee,Winter,Lucknow,684.2
Cheese,Summer,Mumbai,444.12
Curd / Yogurt,Monsoon,Mumbai,53.13
Eggs,Winter,Kolkata,108.32
Chicken,Monsoon,Chennai,215.3
Refined oil,Monsoon,Lucknow,135.48
Mustard oil,Summer,Ahmedabad,166.4
Vanaspati / Dalda,Summer,Hyderabad,106.88
Coconut oil,Winter,Jaipur,211.28
Turmeric powder,Summer,Chennai,134.82
Red chili powder,Winter,Pune,153.54
Cumin seeds,Summer,Chennai,199.74
Coriander powder,Monsoon,Pune,97.62
Garam masala,Summer,Pune,275.8
Black salt,Monsoon,Jaipur,73.5
Chaat masala,Winter,Jaipur,122.85
Pepper powder,Summer,Ahmedabad,365.52
Mustard seeds,Summer,Mumbai,123.17
Bread,Summer,Hyderabad,45.67
Pav / Buns,Monsoon,Kolkata,39.69
Burger buns,Monsoon,Bangalore,36.55
Noodles,Summer,Lucknow,31.49
Idli / Dosa batter,Winter,Chennai,64.48
Tomato ketchup,Winter,Delhi,73.99
Green chutney,Summer,Chennai,76.23
Tamarind chutney,Summer,Hyderabad,63.03
Schezwan sauce,Monsoon,Bangalore,99.42
Mayonnaise,Monsoon,Ahmedabad,88.56
Vinegar,Monsoon,Pune,41.99
Soya sauce,Monsoon,Lucknow,47.33
Tea leaves,Monsoon,Kolkata,274.29
Coffee powder,Monsoon,Delhi,380.13
Sugar syrup,Monsoon,Ahmedabad,41.84
Ice cubes,Winter,Lucknow,7.79
Lemon juice,Summer,Lucknow,28.65
"Flavoring syrups (rose, khus, etc.)",Monsoon,Chennai,108.63
Milk powder,Winter,Ahmedabad,348.77
"Dry fruits (cashew, almond, raisins)",Monsoon,Jaipur,699.8
"Essence (vanilla, rose, etc.)",Monsoon,Bangalore,336.9
Corn starch,Monsoon,Chennai,84.22
Condensed milk,Summer,Pune,97.83
Salt,Monsoon,Mumbai,13.14
Sugar,Winter,Jaipur,41.33
Rice,Summer,Mumbai,62.33
Wheat flour (Atta),Winter,Delhi,47.57
Maida (Refined flour),Winter,Delhi,39.8
Gram flour (Besan),Monsoon,Bangalore,79.65
Corn flour,Summer,Kolkata,48.92
Potato,Summer,Lucknow,22.68
Onion,Winter,Lucknow,28.19
Tomato,Summer,Bangalore,50.86
Cabbage,Summer,Jaipur,23.46
Capsicum,Monsoon,Pune,52.75
Carrot,Summer,Chennai,34.26
Green chili,Summer,Jaipur,64.65
Coriander leaves,Monsoon,Hyderabad,14.49
Garlic,Summer,Bangalore,111.08
Ginger,Winter,Delhi,71.25
Lemon,Winter,Jaipur,65.65
Milk,Winter,Delhi,57.08
Paneer,Winter,Jaipur,270.8
Butter,Monsoon,Kolkata,431.86
Ghee,Winter,Lucknow,697.56
Cheese,Winter,Chennai,465.78
Curd / Yogurt,Winter,Delhi,44.81
Eggs,Winter,Pune,86.02
Chicken,Winter,Hyderabad,248.7
Refined oil,Monsoon,Jaipur,145.25
Mustard oil,Winter,Kolkata,192.6
Vanaspati / Dalda,Winter,Chennai,152.74
Coconut oil,Summer,Mumbai,227.98
Turmeric powder,Winter,Bangalore,123.23
Red chili powder,Summer,Ahmedabad,201.92
Cumin seeds,Monsoon,Mumbai,245.08
Coriander powder,Winter,Kolkata,108.59
Garam masala,Winter,Chennai,241.74
Black salt,Summer,Lucknow,92.69
Chaat masala,Summer,Lucknow,128.09
Pepper powder,Winter,Hyderabad,436.14
Mustard seeds,Summer,Hyderabad,81.58
Bread,Summer,Mumbai,45.7
Pav / Buns,Monsoon,Bangalore,22.61
Burger buns,Winter,Lucknow,33.18
Noodles,Summer,Mumbai,39.53
Idli / Dosa batter,Winter,Bangalore,66.44
Tomato ketchup,Winter,Pune,99.38
Green chutney,Summer,Lucknow,92.46
Tamarind chutney,Summer,Hyderabad,97.95
Schezwan sauce,Winter,Mumbai,106.72
Mayonnaise,Monsoon,Bangalore,83.09
Vinegar,Summer,Chennai,38.12
Soya sauce,Winter,Chennai,52.27
Tea leaves,Winter,Delhi,306.76
Coffee powder,Monsoon,Hyderabad,474.77
Sugar syrup,Winter,Jaipur,51.07
Ice cubes,Winter,Hyderabad,9.73
Lemon juice,Winter,Chennai,28.26
"Flavoring syrups (rose, khus, etc.)",Summer,Delhi,160.14
Milk powder,Monsoon,Pune,347.64
"Dry fruits (cashew, almond, raisins)",Summer,Hyderabad,482.74
"Essence (vanilla, rose, etc.)",Summer,Delhi,364.06
Corn starch,Winter,Bangalore,72.96
Condensed milk,Summer,Mumbai,95.18
Salt,Summer,Lucknow,15.43
Sugar,Monsoon,Delhi,37.87
Rice,Summer,Bangalore,61.79
Wheat flour (Atta),Winter,Jaipur,36.36
Maida (Refined flour),Winter,Mumbai,33.67
Gram flour (Besan),Summer,Kolkata,79.63
Corn flour,Monsoon,Pune,46.17
Potato,Monsoon,Chennai,22.41
Onion,Winter,Hyderabad,30.34
Tomato,Winter,Jaipur,38.93
Cabbage,Winter,Mumbai,14.31
Capsicum,Summer,Chennai,52.73
Carrot,Monsoon,Jaipur,47.25
Green chili,Monsoon,Pune,79.39
Coriander leaves,Summer,Hyderabad,12.48
Garlic,Summer,Delhi,90.39
Ginger,Summer,Mumbai,87.75
Lemon,Summer,Pune,57.88
Milk,Summer,Lucknow,72.52
Paneer,Monsoon,Chennai,220.21
Butter,Winter,Ahmedabad,516.83
Ghee,Winter,Delhi,527.23
Cheese,Monsoon,Kolkata,511.01
Curd / Yogurt,Summer,Bangalore,62.71
Eggs,Monsoon,Hyderabad,79.34
Chicken,Summer,Kolkata,275.88
Refined oil,Summer,Delhi,149.68
Mustard oil,Winter,Lucknow,126.04
Vanaspati / Dalda,Summer,Kolkata,124.81
Coconut oil,Monsoon,Jaipur,195.59
Turmeric powder,Winter,Jaipur,183.55
Red chili powder,Monsoon,Ahmedabad,181.31
Cumin seeds,Summer,Pune,227.86
Coriander powder,Winter,Ahmedabad,175.95
Garam masala,Summer,Chennai,275.7
Black salt,Winter,Mumbai,86.24
Chaat masala,Monsoon,Chennai,124.4
Pepper powder,Summer,Jaipur,370.52
Mustard seeds,Summer,Lucknow,89.7
Bread,Winter,Chennai,33.8
Pav / Buns,Monsoon,Lucknow,36.07
Burger buns,Summer,Jaipur,31.34
Noodles,Summer,Hyderabad,32.0
Idli / Dosa batter,Winter,Kolkata,63.77
Tomato ketchup,Summer,Mumbai,128.44
Green chutney,Winter,Delhi,74.79
Tamarind chutney,Winter,Delhi,99.04
Schezwan sauce,Winter,Bangalore,90.68
Mayonnaise,Winter,Pune,115.09
Vinegar,Summer,Lucknow,35.77
Soya sauce,Summer,Ahmedabad,43.56
Tea leaves,Winter,Ahmedabad,302.84
Coffee powder,Summer,Lucknow,463.82
Sugar syrup,Summer,Chennai,43.36
Ice cubes,Monsoon,Ahmedabad,11.04
Lemon juice,Summer,Delhi,33.83
"Flavoring syrups (rose, khus, etc.)",Monsoon,Hyderabad,137.39
Milk powder,Monsoon,Bangalore,462.66
"Dry fruits (cashew, almond, raisins)",Winter,Chennai,705.84
"Essence (vanilla, rose, etc.)",Monsoon,Mumbai,231.51
Corn starch,Winter,Delhi,60.65
Condensed milk,Summer,Chennai,113.54
Salt,Winter,Mumbai,14.12
Sugar,Monsoon,Jaipur,39.35
Rice,Summer,Delhi,47.46
Wheat flour (Atta),Monsoon,Chennai,42.72
Maida (Refined flour),Summer,Lucknow,31.51
Gram flour (Besan),Monsoon,Delhi,93.55
Corn flour,Summer,Pune,64.32
Potato,Monsoon,Mumbai,38.27
Onion,Summer,Mumbai,56.49
Tomato,Winter,Pune,87.5
Cabbage,Monsoon,Lucknow,15.32
Capsicum,Winter,Pune,44.5
Carrot,Winter,Lucknow,46.85
Green chili,Monsoon,Bangalore,59.11
Coriander leaves,Winter,Bangalore,13.48
Garlic,Winter,Delhi,88.41
Ginger,Winter,Ahmedabad,76.81
Lemon,Monsoon,Kolkata,53.64
Milk,Monsoon,Kolkata,68.13
Paneer,Summer,Hyderabad,285.66
Butter,Monsoon,Ahmedabad,652.3
Ghee,Monsoon,Pune,615.53
Cheese,Winter,Kolkata,499.71
Curd / Yogurt,Winter,Kolkata,49.61
Eggs,Winter,Mumbai,83.17
Chicken,Winter,Pune,271.88
Refined oil,Summer,Mumbai,137.52
Mustard oil,Summer,Kolkata,181.11
Vanaspati / Dalda,Winter,Ahmedabad,122.77
Coconut oil,Monsoon,Kolkata,189.2
Turmeric powder,Monsoon,Pune,176.13
Red chili powder,Winter,Chennai,183.8
Cumin seeds,Monsoon,Lucknow,206.63
Coriander powder,Monsoon,Ahmedabad,178.69
Garam masala,Monsoon,Hyderabad,240.76
Black salt,Monsoon,Mumbai,73.94
Chaat masala,Monsoon,Chennai,115.46
Pepper powder,Winter,Hyderabad,365.23
Mustard seeds,Winter,Lucknow,92.9
Bread,Winter,Delhi,45.61
Pav / Buns,Winter,Lucknow,28.36
Burger buns,Monsoon,Ahmedabad,30.96
Noodles,Summer,Kolkata,49.33
Idli / Dosa batter,Summer,Pune,83.74
Tomato ketchup,Summer,Chennai,77.78
Green chutney,Winter,Lucknow,75.09
Tamarind chutney,Summer,Mumbai,79.7
Schezwan sauce,Winter,Chennai,90.03
Mayonnaise,Winter,Delhi,87.38
Vinegar,Summer,Pune,46.7
Soya sauce,Monsoon,Delhi,74.06
Tea leaves,Summer,Pune,327.15
Coffee powder,Winter,Ahmedabad,430.1
Sugar syrup,Monsoon,Kolkata,35.31
Ice cubes,Monsoon,Kolkata,7.74
Lemon juice,Summer,Chennai,36.32
"Flavoring syrups (rose, khus, etc.)",Monsoon,Chennai,119.79
Milk powder,Summer,Chennai,420.96
"Dry fruits (cashew, almond, raisins)",Summer,Pune,794.59
"Essence (vanilla, rose, etc.)",Monsoon,Mumbai,244.35
Corn starch,Summer,Hyderabad,90.62
Condensed milk,Summer,Ahmedabad,116.87
Salt,Winter,Lucknow,11.79
Sugar,Winter,Bangalore,31.9
Rice,Summer,Lucknow,39.96
Wheat flour (Atta),Winter,Bangalore,31.55
Maida (Refined flour),Winter,Kolkata,39.09
Gram flour (Besan),Monsoon,Jaipur,109.22
Corn flour,Summer,Mumbai,45.26
Potato,Monsoon,Bangalore,28.32
Onion,Winter,Jaipur,31.89
Tomato,Monsoon,Mumbai,73.98
Cabbage,Monsoon,Kolkata,29.98
Capsicum,Monsoon,Delhi,38.39
Carrot,Monsoon,Hyderabad,46.2
Green chili,Summer,Hyderabad,71.2
Coriander leaves,Winter,Lucknow,11.09
Garlic,Monsoon,Bangalore,74.22
Ginger,Monsoon,Pune,85.96
Lemon,Monsoon,Mumbai,47.18
Milk,Winter,Delhi,58.2
Paneer,Monsoon,Chennai,195.27
Butter,Summer,Chennai,441.56
Ghee,Monsoon,Chennai,774.7
Cheese,Winter,Mumbai,441.05
Curd / Yogurt,Summer,Bangalore,55.52
Eggs,Winter,Chennai,95.51
Chicken,Winter,Jaipur,222.28
Refined oil,Winter,Hyderabad,149.12
Mustard oil,Winter,Hyderabad,153.17
Vanaspati / Dalda,Winter,Pune,109.64
Coconut oil,Monsoon,Ahmedabad,229.16
Turmeric powder,Monsoon,Chennai,160.8
Red chili powder,Winter,Hyderabad,141.63
Cumin seeds,Monsoon,Ahmedabad,224.01
Coriander powder,Summer,Delhi,173.78
Garam masala,Monsoon,Ahmedabad,311.58
Black salt,Summer,Hyderabad,83.99
Chaat masala,Monsoon,Delhi,122.72
Pepper powder,Summer,Pune,410.54
Mustard seeds,Monsoon,Jaipur,104.27
Bread,Winter,Bangalore,41.31
Pav / Buns,Summer,Mumbai,32.17
Burger buns,Monsoon,Ahmedabad,35.61
Noodles,Winter,Ahmedabad,46.92
Idli / Dosa batter,Monsoon,Pune,60.24
Tomato ketchup,Winter,Bangalore,81.99
Green chutney,Monsoon,Mumbai,60.68
Tamarind chutney,Summer,Mumbai,85.6
Schezwan sauce,Winter,Delhi,107.99
Mayonnaise,Summer,Lucknow,95.94
Vinegar,Monsoon,Pune,52.29
Soya sauce,Monsoon,Lucknow,73.15
Tea leaves,Summer,Ahmedabad,297.03
Coffee powder,Monsoon,Bangalore,455.33
Sugar syrup,Monsoon,Jaipur,46.74
Ice cubes,Summer,Ahmedabad,7.96
Lemon juice,Summer,Jaipur,24.82
"Flavoring syrups (rose, khus, etc.)",Summer,Chennai,155.18
Milk powder,Summer,Pune,383.59
"Dry fruits (cashew, almond, raisins)",Winter,Delhi,574.84
"Essence (vanilla, rose, etc.)",Winter,Jaipur,231.96
Corn starch,Winter,Lucknow,71.08
Condensed milk,Winter,Chennai,111.34
Salt,Summer,Ahmedabad,15.84
Sugar,Monsoon,Mumbai,49.47
Rice,Monsoon,Kolkata,43.36
Wheat flour (Atta),Winter,Jaipur,44.34
Maida (Refined flour),Summer,Kolkata,41.36
Gram flour (Besan),Summer,Ahmedabad,72.06
Corn flour,Summer,Jaipur,56.28
Potato,Monsoon,Hyderabad,36.19
Onion,Winter,Kolkata,53.97
Tomato,Winter,Chennai,27.45
Cabbage,Winter,Delhi,20.43
Capsicum,Monsoon,Lucknow,36.11
Carrot,Summer,Lucknow,33.97
Green chili,Monsoon,Pune,64.21
Coriander leaves,Winter,Jaipur,13.32
Garlic,Summer,Ahmedabad,129.5
Ginger,Monsoon,Pune,92.19
Lemon,Winter,Hyderabad,73.92
Milk,Winter,Kolkata,59.33
Paneer,Monsoon,Chennai,234.98
Butter,Summer,Bangalore,560.76
Ghee,Summer,Delhi,641.81
Cheese,Summer,Delhi,554.21
Curd / Yogurt,Summer,Delhi,49.93
Eggs,Summer,Ahmedabad,84.74
Chicken,Summer,Mumbai,251.55
Refined oil,Winter,Delhi,138.41
Mustard oil,Monsoon,Kolkata,168.25
Vanaspati / Dalda,Summer,Mumbai,142.81
Coconut oil,Winter,Ahmedabad,236.82
Turmeric powder,Summer,Pune,201.39
Red chili powder,Summer,Hyderabad,156.54
Cumin seeds,Monsoon,Bangalore,216.33
Coriander powder,Monsoon,Chennai,183.33
Garam masala,Winter,Ahmedabad,228.26
Black salt,Summer,Kolkata,83.45
Chaat masala,Winter,Kolkata,161.16
Pepper powder,Summer,Hyderabad,387.42
Mustard seeds,Winter,Delhi,88.34
Bread,Monsoon,Lucknow,31.23
Pav / Buns,Summer,Hyderabad,26.98
Burger buns,Monsoon,Ahmedabad,43.41
Noodles,Monsoon,Chennai,45.73
Idli / Dosa batter,Monsoon,Hyderabad,65.85
Tomato ketchup,Winter,Kolkata,84.2
Green chutney,Winter,Chennai,87.6
Tamarind chutney,Summer,Kolkata,79.42
Schezwan sauce,Monsoon,Kolkata,101.29
Mayonnaise,Summer,Mumbai,82.12
Vinegar,Winter,Lucknow,37.53
Soya sauce,Summer,Jaipur,72.2
Tea leaves,Monsoon,Chennai,203.59
Coffee powder,Winter,Mumbai,379.74
Sugar syrup,Winter,Mumbai,46.5
Ice cubes,Summer,Ahmedabad,6.46
Lemon juice,Winter,Mumbai,41.89
"Flavoring syrups (rose, khus, etc.)",Monsoon,Mumbai,169.74
Milk powder,Summer,Bangalore,301.74
"Dry fruits (cashew, almond, raisins)",Summer,Mumbai,606.86
"Essence (vanilla, rose, etc.)",Winter,Pune,337.39
Corn starch,Monsoon,Hyderabad,71.07
Condensed milk,Summer,Jaipur,114.05
Salt,Summer,Bangalore,13.26
Sugar,Monsoon,Jaipur,42.7
Rice,Monsoon,Kolkata,51.48
Wheat flour (Atta),Summer,Ahmedabad,43.96
Maida (Refined flour),Monsoon,Chennai,28.89
Gram flour (Besan),Winter,Delhi,104.85
Corn flour,Winter,Mumbai,47.69
Potato,Winter,Chennai,21.94
Onion,Monsoon,Hyderabad,54.47
Tomato,Monsoon,Bangalore,32.21
Cabbage,Winter,Hyderabad,21.0
Capsicum,Summer,Hyderabad,36.86
Carrot,Summer,Pune,38.09
Green chili,Winter,Kolkata,69.58
Coriander leaves,Summer,Kolkata,20.3
Garlic,Monsoon,Jaipur,120.11
Ginger,Monsoon,Pune,72.05
Lemon,Monsoon,Mumbai,46.85
Milk,Winter,Hyderabad,65.67
Paneer,Winter,Mumbai,246.87
Butter,Monsoon,Chennai,570.22
Ghee,Summer,Jaipur,656.34
Cheese,Winter,Kolkata,332.02
Curd / Yogurt,Summer,Ahmedabad,47.07
Eggs,Summer,Lucknow,108.0
Chicken,Winter,Lucknow,282.67
Refined oil,Winter,Delhi,128.3
Mustard oil,Monsoon,Hyderabad,148.91
Vanaspati / Dalda,Winter,Hyderabad,108.51
Coconut oil,Winter,Bangalore,215.77
Turmeric powder,Summer,Kolkata,172.56
Red chili powder,Winter,Chennai,215.92
Cumin seeds,Summer,Ahmedabad,203.95
Coriander powder,Winter,Delhi,124.98
Garam masala,Winter,Chennai,296.01
Black salt,Winter,Bangalore,104.04
Chaat masala,Monsoon,Delhi,115.98
Pepper powder,Monsoon,Mumbai,394.99
Mustard seeds,Winter,Delhi,127.33
Bread,Winter,Mumbai,48.09
Pav / Buns,Summer,Delhi,21.05
Burger buns,Winter,Mumbai,33.0
Noodles,Monsoon,Kolkata,41.01
Idli / Dosa batter,Winter,Kolkata,69.12
Tomato ketchup,Monsoon,Hyderabad,106.87
Green chutney,Summer,Chennai,72.46
Tamarind chutney,Monsoon,Chennai,77.61
Schezwan sauce,Winter,Chennai,115.1
Mayonnaise,Monsoon,Hyderabad,114.55
Vinegar,Winter,Delhi,47.66
Soya sauce,Summer,Mumbai,64.12
Tea leaves,Winter,Chennai,222.34
Coffee powder,Summer,Ahmedabad,345.65
Sugar syrup,Summer,Mumbai,32.61
Ice cubes,Summer,Hyderabad,5.53
Lemon juice,Winter,Lucknow,23.41
"Flavoring syrups (rose, khus, etc.)",Summer,Jaipur,120.99
Milk powder,Winter,Hyderabad,318.26
"Dry fruits (cashew, almond, raisins)",Monsoon,Bangalore,667.57
"Essence (vanilla, rose, etc.)",Winter,Jaipur,398.28
Corn starch,Monsoon,Hyderabad,63.42
Condensed milk,Monsoon,Bangalore,109.96
Salt,Summer,Ahmedabad,11.61
Sugar,Winter,Ahmedabad,33.24
Rice,Monsoon,Ahmedabad,51.43
Wheat flour (Atta),Winter,Pune,35.68
Maida (Refined flour),Monsoon,Bangalore,32.81
Gram flour (Besan),Summer,Ahmedabad,79.74
Corn flour,Winter,Delhi,54.2
Potato,Monsoon,Chennai,29.71
Onion,Summer,Hyderabad,64.5
Tomato,Winter,Chennai,27.8
Cabbage,Summer,Delhi,15.13
Capsicum,Monsoon,Hyderabad,45.39
Carrot,Monsoon,Lucknow,43.32
Green chili,Monsoon,Mumbai,79.34
Coriander leaves,Winter,Kolkata,15.25
Garlic,Winter,Pune,71.31
Ginger,Monsoon,Mumbai,66.48
Lemon,Winter,Mumbai,33.02
Milk,Winter,Pune,60.05
Paneer,Winter,Kolkata,235.89
Butter,Monsoon,Kolkata,479.5
Ghee,Winter,Kolkata,532.05
Cheese,Summer,Chennai,453.55
Curd / Yogurt,Monsoon,Jaipur,62.66
Eggs,Monsoon,Hyderabad,93.27
Chicken,Winter,Pune,292.64
Refined oil,Summer,Delhi,123.93
Mustard oil,Monsoon,Hyderabad,165.07
Vanaspati / Dalda,Monsoon,Bangalore,109.18
Coconut oil,Winter,Chennai,228.75
Turmeric powder,Winter,Hyderabad,111.08
Red chili powder,Summer,Hyderabad,139.22
Cumin seeds,Winter,Chennai,191.87
Coriander powder,Summer,Lucknow,157.51
Garam masala,Summer,Hyderabad,189.99
Black salt,Winter,Ahmedabad,72.18
Chaat masala,Summer,Pune,115.93
Pepper powder,Winter,Bangalore,340.55
Mustard seeds,Summer,Bangalore,110.4
Bread,Winter,Delhi,49.54
Pav / Buns,Monsoon,Jaipur,35.73
Burger buns,Summer,Kolkata,31.61
Noodles,Summer,Chennai,49.68
Idli / Dosa batter,Summer,Bangalore,67.82
Tomato ketchup,Summer,Mumbai,103.03
Green chutney,Summer,Ahmedabad,95.21
Tamarind chutney,Winter,Lucknow,65.24
Schezwan sauce,Summer,Kolkata,76.97
Mayonnaise,Monsoon,Pune,124.01
Vinegar,Summer,Delhi,64.32
Soya sauce,Winter,Pune,86.8
Tea leaves,Summer,Ahmedabad,285.05
Coffee powder,Winter,Bangalore,451.62
Sugar syrup,Monsoon,Delhi,46.64
Ice cubes,Monsoon,Ahmedabad,6.52
Lemon juice,Summer,Delhi,36.26
"Flavoring syrups (rose, khus, etc.)",Summer,Delhi,161.26
Milk powder,Summer,Bangalore,369.8
"Dry fruits (cashew, almond, raisins)",Winter,Delhi,570.87
"Essence (vanilla, rose, etc.)",Winter,Kolkata,252.49
Corn starch,Monsoon,Ahmedabad,96.57
Condensed milk,Winter,Hyderabad,106.47
Salt,Monsoon,Ahmedabad,13.03
Sugar,Winter,Ahmedabad,39.39
Rice,Winter,Ahmedabad,55.26
Wheat flour (Atta),Summer,Ahmedabad,40.09
Maida (Refined flour),Summer,Chennai,34.14
Gram flour (Besan),Monsoon,Jaipur,103.21
Corn flour,Winter,Chennai,54.08
Potato,Summer,Ahmedabad,19.72
Onion,Winter,Kolkata,49.16
Tomato,Summer,Ahmedabad,31.84
Cabbage,Winter,Delhi,25.74
Capsicum,Winter,Pune,32.8
Carrot,Summer,Mumbai,46.52
Green chili,Monsoon,Delhi,70.8
Coriander leaves,Winter,Bangalore,18.64
Garlic,Monsoon,Jaipur,70.37
Ginger,Monsoon,Hyderabad,57.93
Lemon,Summer,Pune,65.17
Milk,Summer,Mumbai,53.84
Paneer,Winter,Pune,276.42
Butter,Winter,Jaipur,578.22
Ghee,Winter,Lucknow,720.11
Cheese,Winter,Delhi,348.65
Curd / Yogurt,Monsoon,Chennai,61.06
Eggs,Monsoon,Bangalore,84.67
Chicken,Summer,Hyderabad,281.33
Refined oil,Winter,Delhi,145.25
Mustard oil,Summer,Lucknow,192.89
Vanaspati / Dalda,Winter,Jaipur,121.03
Coconut oil,Summer,Pune,256.88
Turmeric powder,Winter,Mumbai,111.35
Red chili powder,Summer,Delhi,229.72
Cumin seeds,Summer,Lucknow,183.54
Coriander powder,Winter,Kolkata,126.32
Garam masala,Summer,Hyderabad,271.9
Black salt,Monsoon,Delhi,70.35
Chaat masala,Monsoon,Delhi,131.85
Pepper powder,Winter,Ahmedabad,471.59
Mustard seeds,Winter,Hyderabad,92.49
Bread,Monsoon,Bangalore,44.39
Pav / Buns,Monsoon,Mumbai,24.53
Burger buns,Winter,Hyderabad,28.68
Noodles,Winter,Jaipur,30.39
Idli / Dosa batter,Winter,Delhi,76.43
Tomato ketchup,Summer,Pune,99.69
Green chutney,Winter,Lucknow,67.26
Tamarind chutney,Summer,Pune,93.98
Schezwan sauce,Monsoon,Bangalore,71.77
Mayonnaise,Summer,Bangalore,87.6
Vinegar,Winter,Hyderabad,32.79
Soya sauce,Winter,Lucknow,60.14
Tea leaves,Summer,Ahmedabad,308.79
Coffee powder,Summer,Chennai,437.88
Sugar syrup,Winter,Ahmedabad,60.0
Ice cubes,Monsoon,Ahmedabad,5.86
Lemon juice,Monsoon,Chennai,43.72
"Flavoring syrups (rose, khus, etc.)",Winter,Bangalore,167.5
Milk powder,Monsoon,Delhi,496.4
"Dry fruits (cashew, almond, raisins)",Summer,Delhi,673.44
"Essence (vanilla, rose, etc.)",Monsoon,Lucknow,371.2
Corn starch,Summer,Hyderabad,97.85
Condensed milk,Monsoon,Mumbai,82.79
Salt,Winter,Pune,15.08
Sugar,Winter,Mumbai,38.37
Rice,Monsoon,Hyderabad,51.77
Wheat flour (Atta),Summer,Delhi,31.19
Maida (Refined flour),Summer,Hyderabad,34.18
Gram flour (Besan),Winter,Pune,93.08
Corn flour,Summer,Bangalore,55.95
Potato,Monsoon,Pune,37.12
Onion,Winter,Hyderabad,34.47
Tomato,Summer,Kolkata,29.52
Cabbage,Winter,Mumbai,27.04
Capsicum,Monsoon,Chennai,47.92
Carrot,Monsoon,Chennai,49.04
Green chili,Winter,Chennai,78.82
Coriander leaves,Winter,Bangalore,20.7
Garlic,Summer,Pune,72.4
Ginger,Winter,Ahmedabad,55.96
Lemon,Summer,Kolkata,50.42
Milk,Winter,Bangalore,59.84
Paneer,Monsoon,Hyderabad,225.86
Butter,Monsoon,Jaipur,567.63
Ghee,Monsoon,Chennai,747.38
Cheese,Winter,Lucknow,292.25
